Name	Label	Definitional reference	Definition
matrix_assisted_laser_desorption_ionisation_plate	matrix assisted laser desorption-ionisation plate	CHMO:0002203	A extremely flat surface that holds the sample during a mass spectrometry experiment where the sample is vaporised and ionised using a high-energy pulsed laser whilst being held in a matrix to protect it from direct laser illumination and to separate the sample molecules. The surface of the plate may be chemically functionalised for a specific sample.
steam_distillation	steam distillation	CHMO:0001539	A method of separating mixtures based on differences in their volatilities in a boiling liquid mixture. The components in a sample mixture are vaporised by bubbling steam through it and then cooled by the action of cold water in a condenser.
chromatography_column	chromatography column	CHMO:0000997	A piece of apparatus that has the form of a tube with a diameter between 5 to 50 mm and hosts the stationary bed in chromatography.
time_of_flight_mass_spectrometer	time-of-flight mass spectrometer	CHMO:0000981	A mass spectrometer which uses a time-of-flight mass-to-charge analyser to separate ions.
angle_resolved_photoelectron_spectroscopy	angle-resolved photoelectron spectroscopy	CHMO:0000388	Spectroscopy where the sample is illuminated with photons causing ionisation and the emission of photoelectrons which are detected as a function of emission angle.
dispersive_solid_phase_extraction	dispersive solid phase extraction	CHMO:0002863	
thermophotometry	thermophotometry	CHMO:0000694	The measurement of the total light or the light of a specific wavelength emitted by a sample as a function of temperature.
planned_process_setup	planned process setup	CHMO:0002839	A planned process involving setting up the equipment for another planned process.
cold_field_emission_scanning_electron_microscopy	cold-field-emission scanning electron microscopy	CHMO:0000075	Microscopy where a finely focused <10 nm diameter electron beam produced by applying a high voltage to a tungsten crystal cold-field emission and with an acceleration voltage 50-150 kV is scanned across the specimen under vacuum and the interaction of the electrons with the specimen is determined.
convective_self_assembly	convective self-assembly	CHMO:0002193	A synthesis method in which colloidal particle suspensions in thin evaporating films spontaneously and reversibly associate by non-covalent interactions.
magnetic_circular_dichroism_spectrum	magnetic circular dichroism spectrum	CHMO:0002306	A plot of ellipticity vs. wavelength obtained by measuring the differential absorption of left- and right-handed circularly polarised photon radiation as a function of wavelength in the presence of a magnetic field.
everhartthornley_detector	Everhart–Thornley detector	CHMO:0002532	A detector used in scanning electron microscopy experiments to detect secondary electrons. The detector consists of a scintillator inside a Faraday cage inside the specimen chamber of the microscope. A low positive voltage is applied to the Faraday cage to attract the relatively low-energy <50 eV secondary electrons.
direct_laser_absorption_spectroscopy	direct laser absorption spectroscopy	CHMO:0000437	Spectroscopy where the sample is illuminated with one or more laser beams and light absorption is measured.
sonication	sonication	CHMO:0001707	The irradiation of a liquid sample with sound 20 Hz-20 kHz waves resulting in agitation. Sound waves propagate into the liquid media result in alternating high-pressure compression and low-pressure rarefaction cycles. During rarefaction high-intensity sonic waves create small vacuum bubbles or voids in the liquid which then collapse violently cavitation during compression creating very high local temperatures.
el_ontology_module	EL++ ontology module	IAO:8000020	
ion_beam_sputter_deposition	ion-beam sputter deposition	CHMO:0001367	Sputter deposition where the energetic ions come from an external ion source which generates a focused ion beam.
supercritical_carbon_dioxide_drying	supercritical carbon dioxide drying	CHMO:0001987	The removal of solvent from a sample without passing through the liquidgas boundary by immersion in supercritical CO2 and de-pressurisation.
bilinear_rotation_decoupling_pulse_sequence	bilinear rotation decoupling pulse sequence	CHMO:0001843	A pulse cluster a spin echo on 1H with inversion of 13C in the centre used to achieve selective inversion of 12C-bound protons thus achieving the removal of signals due to 12C-bound nuclei. For the pulse sequence see Chem. Phys. Lett. 1982 93 pg 504
stable_isotope_ratio_mass_spectrometry	stable isotope ratio mass spectrometry	CHMO:0000514	Mass spectrometry where the relative abundance of non-radioactive isotopes in a sample is determined.
field_emission_electron_microscopy	field-emission electron microscopy	CHMO:0000069	Microscopy where the specimen is bombarded with a finely focused <10 nm diameter electron beam produced by field emission with an acceleration voltage 50-150 kV under vacuum. The interaction of the electrons with the specimen produces transmitted secondary backscattered and diffracted electrons and characteristic X-rays which are detected.
separation_method	separation method	CHMO:0000999	A method that results in the separation of two or more components according to some property.
scanning_electrochemical_microscopy	scanning electrochemical microscopy	CHMO:0000127	Microscopy where an electrode probe is positioned very close to the surface of the specimen in the near-field. The surface is mechanically scanned by the electrode in a raster scan and the height required by a feedback loop in order to maintain a constant electrical conductance between the electrode and the specimen is recorded as a function of position.
